station_id,city,year,month,avg_temp_c,precipitation_mm,sunshine_hours
59431,南宁市,2022,3,18.5,72.0,106
59431,南宁市,2022,4,22.5,118.0,128
59431,南宁市,2022,5,26.5,175.0,145
59431,南宁市,2022,6,28.0,210.0,142
59431,南宁市,2022,7,29.5,200.0,160
59431,南宁市,2022,8,29.0,172.0,152
59431,南宁市,2022,9,27.5,90.0,145
59431,南宁市,2022,10,24.0,65.0,132
59431,南宁市,2022,11,19.5,45.0,106
59431,南宁市,2022,12,14.0,32.0,96
59431,南宁市,2023,1,14.0,35.0,88
59431,南宁市,2023,2,16.5,42.0,98
59431,南宁市,2023,3,20.0,68.0,112
59431,南宁市,2023,4,24.0,125.0,135
59431,南宁市,2023,5,27.5,185.0,152
59431,南宁市,2023,6,29.5,225.0,148
59431,南宁市,2023,7,30.5,190.0,168
59431,南宁市,2023,8,29.5,165.0,158
59431,南宁市,2023,9,28.0,85.0,152
59431,南宁市,2023,10,24.5,58.0,138
59431,南宁市,2023,11,20.5,35.0,110
59431,南宁市,2023,12,15.5,25.0,103
59431,南宁市,2024,1,14.5,38.0,90
59431,南宁市,2024,2,16.0,48.0,96
59431,南宁市,2024,3,19.5,82.0,108
59431,南宁市,2024,4,24.0,128.0,130
59431,南宁市,2024,5,27.0,182.0,148
59431,南宁市,2024,6,29.0,218.0,142
59431,南宁市,2024,7,30.0,195.0,162
59431,南宁市,2024,8,29.5,168.0,155
59431,南宁市,2024,9,28.0,82.0,148
59431,南宁市,2024,10,24.5,62.0,135
59431,南宁市,2024,11,20.0,40.0,108
59431,南宁市,2024,12,15.0,30.0,98
59425,崇左市,2015,1,15.1,31.3,87
59425,崇左市,2015,2,17.0,44.8,92
59425,崇左市,2015,3,21.0,67.0,110
59425,崇左市,2015,4,24.6,111.9,138
59425,崇左市,2015,5,28.1,202.8,158
59425,崇左市,2015,6,30.0,239.1,140
59425,崇左市,2015,7,30.8,177.5,164
59425,崇左市,2015,8,30.1,165.0,164
59425,崇左市,2015,9,28.6,82.7,151
59425,崇左市,2015,10,25.0,62.3,130
59425,崇左市,2015,11,21.3,36.7,107
59425,崇左市,2015,12,15.7,28.3,101
59425,崇左市,2016,1,15.5,27.6,82
59425,崇左市,2016,2,17.2,30.7,92
59425,崇左市,2016,3,21.2,57.5,101
59425,崇左市,2016,4,24.6,100.5,129
59425,崇左市,2016,5,28.3,158.5,145
59425,崇左市,2016,6,29.9,165.6,142
59425,崇左市,2016,7,31.2,141.8,151
59425,崇左市,2016,8,30.4,125.4,144
59425,崇左市,2016,9,28.8,72.3,143
59425,崇左市,2016,10,25.1,49.3,124
59425,崇左市,2016,11,21.0,29.4,105
59425,崇左市,2016,12,16.3,22.1,93
59425,崇左市,2017,1,14.7,28.0,83
59425,崇左市,2017,2,17.2,39.1,95
59425,崇左市,2017,3,20.4,63.0,110
59425,崇左市,2017,4,24.1,106.9,131
59425,崇左市,2017,5,27.8,173.7,146
59425,崇左市,2017,6,29.7,205.1,146
59425,崇左市,2017,7,30.9,182.8,162
59425,崇左市,2017,8,29.7,161.3,152
59425,崇左市,2017,9,28.5,85.3,152
59425,崇左市,2017,10,24.9,54.8,136
59425,崇左市,2017,11,20.8,34.4,110
59425,崇左市,2017,12,16.0,26.1,96
59425,崇左市,2018,1,15.9,30.8,82
59425,崇左市,2018,2,18.0,36.9,94
59425,崇左市,2018,3,21.2,58.2,109
59425,崇左市,2018,4,25.4,103.6,127
59425,崇左市,2018,5,28.5,152.9,144
59425,崇左市,2018,6,30.5,196.2,133
59425,崇左市,2018,7,31.9,187.5,162
59425,崇左市,2018,8,30.8,145.5,155
59425,崇左市,2018,9,29.4,70.5,149
59425,崇左市,2018,10,26.0,56.0,132
59425,崇左市,2018,11,21.7,30.0,110
59425,崇左市,2018,12,16.8,21.2,90
59425,崇左市,2019,1,15.1,25.4,78
59425,崇左市,2019,2,17.2,37.0,87
59425,崇左市,2019,3,20.6,53.0,100
59425,崇左市,2019,4,24.3,93.7,118
59425,崇左市,2019,5,27.7,139.4,137
59425,崇左市,2019,6,29.6,176.1,129
59425,崇左市,2019,7,31.0,164.5,157
59425,崇左市,2019,8,30.1,142.9,140
59425,崇左市,2019,9,28.5,72.7,141
59425,崇左市,2019,10,24.9,45.0,122
59425,崇左市,2019,11,20.6,29.6,102
59425,崇左市,2019,12,15.6,24.1,92
59425,崇左市,2020,1,15.0,35.0,82
59425,崇左市,2020,2,17.5,40.0,88
59425,崇左市,2020,3,21.0,65.0,102
59425,崇左市,2020,4,24.5,105.0,122
59425,崇左市,2020,5,28.0,165.0,148
59425,崇左市,2020,6,30.0,195.0,138
59425,崇左市,2020,7,31.0,178.0,162
59425,崇左市,2020,8,30.0,155.0,152
59425,崇左市,2020,9,28.5,85.0,142
59425,崇左市,2020,10,25.0,58.0,128
59425,崇左市,2020,11,21.0,32.0,108
59425,崇左市,2020,12,16.0,28.0,92
59425,崇左市,2021,1,15.5,28.0,85
59425,崇左市,2021,2,18.0,35.0,92
59425,崇左市,2021,3,21.5,68.0,108
59425,崇左市,2021,4,25.0,112.0,130
59425,崇左市,2021,5,28.5,178.0,152
59425,崇左市,2021,6,30.5,208.0,142
59425,崇左市,2021,7,31.5,168.0,165
59425,崇左市,2021,8,30.5,158.0,158
59425,崇左市,2021,9,29.0,78.0,148
59425,崇左市,2021,10,25.5,55.0,132
59425,崇左市,2021,11,21.5,30.0,110
59425,崇左市,2021,12,16.5,22.0,98
59425,崇左市,2022,1,14.5,32.0,80
59425,崇左市,2022,2,16.0,42.0,90
59425,崇左市,2022,3,20.0,58.0,104
59425,崇左市,2022,4,24.0,102.0,126
59425,崇左市,2022,5,27.5,160.0,142
59425,崇左市,2022,6,29.5,192.0,140
59425,崇左市,2022,7,30.5,182.0,158
59425,崇左市,2022,8,30.0,160.0,150
59425,崇左市,2022,9,28.5,80.0,142
59425,崇左市,2022,10,25.0,52.0,130
59425,崇左市,2022,11,20.5,35.0,104
59425,崇左市,2022,12,15.5,25.0,94
59425,崇左市,2023,1,15.5,28.0,86
59425,崇左市,2023,2,18.0,32.0,95
59425,崇左市,2023,3,21.5,55.0,110
59425,崇左市,2023,4,25.0,108.0,132
59425,崇左市,2023,5,28.5,170.0,150
59425,崇左市,2023,6,30.5,202.0,145
59425,崇左市,2023,7,31.5,175.0,165
59425,崇左市,2023,8,30.5,152.0,155
59425,崇左市,2023,9,29.0,75.0,150
59425,崇左市,2023,10,25.5,48.0,135
59425,崇左市,2023,11,21.5,28.0,108
59425,崇左市,2023,12,16.5,20.0,100
59425,崇左市,2024,1,16.0,30.0,88
59425,崇左市,2024,2,17.5,38.0,94
59425,崇左市,2024,3,21.0,68.0,106
59425,崇左市,2024,4,25.0,112.0,128
59425,崇左市,2024,5,28.0,168.0,145
59425,崇左市,2024,6,30.0,198.0,140
59425,崇左市,2024,7,31.0,178.0,160
59425,崇左市,2024,8,30.5,155.0,152
59425,崇左市,2024,9,29.0,72.0,145
59425,崇左市,2024,10,25.5,52.0,132
59425,崇左市,2024,11,21.0,32.0,105
59425,崇左市,2024,12,16.0,25.0,95
59441,来宾市,2015,1,13.0,41.4,81
59441,来宾市,2015,2,15.0,46.0,96
59441,来宾市,2015,3,18.6,79.4,102
59441,来宾市,2015,4,22.4,126.6,132
59441,来宾市,2015,5,26.6,211.1,149
59441,来宾市,2015,6,28.1,247.3,147
59441,来宾市,2015,7,29.5,216.1,165
59441,来宾市,2015,8,28.7,178.0,149
59441,来宾市,2015,9,26.9,83.0,150
59441,来宾市,2015,10,23.6,67.9,139
59441,来宾市,2015,11,19.2,39.8,111
59441,来宾市,2015,12,13.6,27.8,95
59441,来宾市,2016,1,12.8,30.8,78
59441,来宾市,2016,2,15.0,44.0,86
59441,来宾市,2016,3,18.9,67.9,104
59441,来宾市,2016,4,22.6,107.3,121
59441,来宾市,2016,5,26.4,164.8,137
59441,来宾市,2016,6,28.2,196.5,130
59441,来宾市,2016,7,29.9,180.1,161
59441,来宾市,2016,8,28.7,131.4,153
59441,来宾市,2016,9,27.3,80.6,145
59441,来宾市,2016,10,24.0,52.4,124
59441,来宾市,2016,11,19.7,31.5,98
59441,来宾市,2016,12,13.9,26.6,93
59441,来宾市,2017,1,12.4,32.7,81
59441,来宾市,2017,2,14.6,46.9,89
59441,来宾市,2017,3,18.2,79.7,103
59441,来宾市,2017,4,22.4,113.8,125
59441,来宾市,2017,5,26.3,182.3,156
59441,来宾市,2017,6,28.3,228.2,141
59441,来宾市,2017,7,29.0,195.3,171
59441,来宾市,2017,8,28.7,161.0,155
59441,来宾市,2017,9,27.1,80.4,155
59441,来宾市,2017,10,23.6,60.7,137
59441,来宾市,2017,11,19.3,33.9,113
59441,来宾市,2017,12,13.5,29.3,96
59441,来宾市,2018,1,13.4,36.5,84
59441,来宾市,2018,2,15.5,44.5,87
59441,来宾市,2018,3,19.5,76.9,105
59441,来宾市,2018,4,23.1,112.9,120
59441,来宾市,2018,5,26.8,184.0,147
59441,来宾市,2018,6,29.3,228.2,137
59441,来宾市,2018,7,30.2,195.4,163
59441,来宾市,2018,8,29.1,156.5,143
59441,来宾市,2018,9,28.1,81.8,137
59441,来宾市,2018,10,24.4,60.8,125
59441,来宾市,2018,11,19.8,36.7,103
59441,来宾市,2018,12,14.6,26.7,95
59441,来宾市,2019,1,12.5,29.9,75
59441,来宾市,2019,2,14.7,38.4,82
59441,来宾市,2019,3,18.2,63.6,102
59441,来宾市,2019,4,22.0,109.0,118
59441,来宾市,2019,5,26.5,149.5,136
59441,来宾市,2019,6,28.4,210.5,136
59441,来宾市,2019,7,29.1,158.4,154
59441,来宾市,2019,8,28.7,151.1,144
59441,来宾市,2019,9,26.8,79.8,132
59441,来宾市,2019,10,23.3,55.3,123
59441,来宾市,2019,11,19.0,31.0,101
59441,来宾市,2019,12,13.4,25.5,86
59441,来宾市,2020,1,12.5,42.0,80
59441,来宾市,2020,2,15.0,50.0,85
59441,来宾市,2020,3,18.5,78.0,100
59441,来宾市,2020,4,22.5,115.0,120
59441,来宾市,2020,5,26.5,175.0,145
59441,来宾市,2020,6,28.5,210.0,135
59441,来宾市,2020,7,29.5,185.0,160
59441,来宾市,2020,8,28.5,160.0,150
59441,来宾市,2020,9,27.0,90.0,140
59441,来宾市,2020,10,23.5,65.0,125
59441,来宾市,2020,11,19.0,38.0,105
59441,来宾市,2020,12,13.5,32.0,90
59441,来宾市,2021,1,13.0,32.0,83
59441,来宾市,2021,2,15.5,40.0,90
59441,来宾市,2021,3,19.0,82.0,105
59441,来宾市,2021,4,23.0,125.0,128
59441,来宾市,2021,5,27.0,185.0,150
59441,来宾市,2021,6,29.0,225.0,140
59441,来宾市,2021,7,30.0,175.0,165
59441,来宾市,2021,8,29.0,165.0,155
59441,来宾市,2021,9,27.5,82.0,145
59441,来宾市,2021,10,24.0,68.0,130
59441,来宾市,2021,11,20.0,35.0,108
59441,来宾市,2021,12,14.5,25.0,96
59441,来宾市,2022,1,12.0,38.0,78
59441,来宾市,2022,2,14.0,52.0,88
59441,来宾市,2022,3,17.5,68.0,102
59441,来宾市,2022,4,21.5,112.0,122
59441,来宾市,2022,5,26.0,168.0,140
59441,来宾市,2022,6,27.5,205.0,138
59441,来宾市,2022,7,29.0,195.0,155
59441,来宾市,2022,8,28.5,168.0,148
59441,来宾市,2022,9,27.0,85.0,140
59441,来宾市,2022,10,23.5,60.0,128
59441,来宾市,2022,11,19.0,42.0,102
59441,来宾市,2022,12,13.0,30.0,92
59441,来宾市,2023,1,13.5,30.0,84
59441,来宾市,2023,2,16.0,38.0,92
59441,来宾市,2023,3,19.5,65.0,108
59441,来宾市,2023,4,23.0,118.0,130
59441,来宾市,2023,5,27.0,178.0,148
59441,来宾市,2023,6,29.0,218.0,142
59441,来宾市,2023,7,30.0,180.0,162
59441,来宾市,2023,8,29.0,160.0,152
59441,来宾市,2023,9,27.5,78.0,148
59441,来宾市,2023,10,24.0,55.0,132
59441,来宾市,2023,11,20.0,32.0,106
59441,来宾市,2023,12,14.5,22.0,98
59441,来宾市,2024,1,14.0,35.0,85
59441,来宾市,2024,2,15.5,45.0,92
59441,来宾市,2024,3,19.0,78.0,104
59441,来宾市,2024,4,23.0,122.0,125
59441,来宾市,2024,5,26.5,178.0,142
59441,来宾市,2024,6,28.5,212.0,138
59441,来宾市,2024,7,29.5,190.0,158
59441,来宾市,2024,8,29.0,162.0,150
59441,来宾市,2024,9,27.5,78.0,142
59441,来宾市,2024,10,24.0,58.0,130
59441,来宾市,2024,11,19.5,36.0,103
59441,来宾市,2024,12,14.0,28.0,93
59451,柳州市,2015,1,11.2,49.6,82
59451,柳州市,2015,2,13.7,62.1,93
59451,柳州市,2015,3,16.9,100.6,105
59451,柳州市,2015,4,21.3,155.0,124
59451,柳州市,2015,5,25.2,207.5,146
59451,柳州市,2015,6,27.6,281.8,133
59451,柳州市,2015,7,28.5,224.5,158
59451,柳州市,2015,8,27.4,194.3,160
59451,柳州市,2015,9,26.0,104.1,148
59451,柳州市,2015,10,22.2,83.7,137
59451,柳州市,2015,11,17.6,47.6,103
59451,柳州市,2015,12,12.4,32.2,96
59451,柳州市,2016,1,11.5,33.8,76
59451,柳州市,2016,2,14.0,43.2,84
59451,柳州市,2016,3,17.4,78.8,100
59451,柳州市,2016,4,21.3,112.4,116
59451,柳州市,2016,5,25.8,187.6,143
59451,柳州市,2016,6,27.8,212.1,132
59451,柳州市,2016,7,28.8,189.3,156
59451,柳州市,2016,8,28.0,174.3,142
59451,柳州市,2016,9,26.1,76.7,137
59451,柳州市,2016,10,22.1,61.1,123
59451,柳州市,2016,11,17.8,39.1,94
59451,柳州市,2016,12,12.4,30.4,88
59451,柳州市,2017,1,11.4,40.5,76
59451,柳州市,2017,2,13.6,48.2,89
59451,柳州市,2017,3,17.1,92.3,106
59451,柳州市,2017,4,20.9,128.9,125
59451,柳州市,2017,5,25.1,205.9,152
59451,柳州市,2017,6,27.3,252.3,135
59451,柳州市,2017,7,28.2,188.8,164
59451,柳州市,2017,8,27.4,196.3,152
59451,柳州市,2017,9,25.6,87.4,150
59451,柳州市,2017,10,22.1,63.8,126
59451,柳州市,2017,11,17.6,39.5,109
59451,柳州市,2017,12,12.5,29.5,91
59451,柳州市,2018,1,12.0,40.4,79
59451,柳州市,2018,2,14.1,46.9,81
59451,柳州市,2018,3,17.8,83.6,101
59451,柳州市,2018,4,21.5,116.5,115
59451,柳州市,2018,5,26.0,195.5,139
59451,柳州市,2018,6,27.9,248.6,132
59451,柳州市,2018,7,29.1,211.1,153
59451,柳州市,2018,8,28.4,188.5,152
59451,柳州市,2018,9,26.5,98.5,138
59451,柳州市,2018,10,22.7,66.4,130
59451,柳州市,2018,11,18.4,40.3,101
59451,柳州市,2018,12,13.0,28.4,87
59451,柳州市,2019,1,11.1,38.0,70
59451,柳州市,2019,2,13.2,44.3,79
59451,柳州市,2019,3,17.1,74.4,99
59451,柳州市,2019,4,20.7,123.1,119
59451,柳州市,2019,5,25.3,180.4,134
59451,柳州市,2019,6,27.0,236.1,133
59451,柳州市,2019,7,28.5,174.6,153
59451,柳州市,2019,8,27.7,155.5,135
59451,柳州市,2019,9,26.0,87.1,138
59451,柳州市,2019,10,21.8,67.0,117
59451,柳州市,2019,11,17.3,36.8,100
59451,柳州市,2019,12,12.4,29.5,86
59451,柳州市,2020,1,11.0,48.0,75
59451,柳州市,2020,2,13.5,58.0,82
59451,柳州市,2020,3,17.0,88.0,98
59451,柳州市,2020,4,21.0,128.0,118
59451,柳州市,2020,5,25.5,198.0,142
59451,柳州市,2020,6,27.5,238.0,132
59451,柳州市,2020,7,28.5,205.0,158
59451,柳州市,2020,8,27.5,178.0,148
59451,柳州市,2020,9,26.0,102.0,138
59451,柳州市,2020,10,22.5,72.0,122
59451,柳州市,2020,11,17.5,45.0,102
59451,柳州市,2020,12,12.5,38.0,88
59451,柳州市,2021,1,11.5,38.0,78
59451,柳州市,2021,2,14.0,48.0,88
59451,柳州市,2021,3,17.5,92.0,102
59451,柳州市,2021,4,21.5,138.0,125
59451,柳州市,2021,5,26.0,208.0,148
59451,柳州市,2021,6,28.0,245.0,138
59451,柳州市,2021,7,29.0,198.0,162
59451,柳州市,2021,8,28.0,185.0,152
59451,柳州市,2021,9,26.5,95.0,142
59451,柳州市,2021,10,22.5,78.0,128
59451,柳州市,2021,11,18.5,42.0,105
59451,柳州市,2021,12,13.0,30.0,94
59451,柳州市,2022,1,10.5,45.0,72
59451,柳州市,2022,2,12.5,58.0,85
59451,柳州市,2022,3,16.0,78.0,98
59451,柳州市,2022,4,20.5,122.0,120
59451,柳州市,2022,5,25.0,188.0,138
59451,柳州市,2022,6,26.5,228.0,135
59451,柳州市,2022,7,28.0,215.0,152
59451,柳州市,2022,8,27.5,185.0,145
59451,柳州市,2022,9,25.5,95.0,138
59451,柳州市,2022,10,22.0,68.0,125
59451,柳州市,2022,11,17.5,48.0,100
59451,柳州市,2022,12,12.0,35.0,90
59451,柳州市,2023,1,12.0,35.0,80
59451,柳州市,2023,2,14.5,45.0,90
59451,柳州市,2023,3,18.0,75.0,105
59451,柳州市,2023,4,21.5,128.0,128
59451,柳州市,2023,5,26.0,198.0,145
59451,柳州市,2023,6,28.0,240.0,140
59451,柳州市,2023,7,29.0,202.0,160
59451,柳州市,2023,8,28.0,178.0,150
59451,柳州市,2023,9,26.5,88.0,145
59451,柳州市,2023,10,22.5,62.0,130
59451,柳州市,2023,11,18.0,38.0,103
59451,柳州市,2023,12,13.0,25.0,96
59451,柳州市,2024,1,12.5,40.0,82
59451,柳州市,2024,2,14.0,52.0,90
59451,柳州市,2024,3,17.5,88.0,102
59451,柳州市,2024,4,21.5,132.0,122
59451,柳州市,2024,5,25.5,198.0,140
59451,柳州市,2024,6,27.5,235.0,135
59451,柳州市,2024,7,28.5,210.0,155
59451,柳州市,2024,8,28.0,180.0,148
59451,柳州市,2024,9,26.5,88.0,140
59451,柳州市,2024,10,22.5,65.0,128
59451,柳州市,2024,11,18.0,42.0,100
59451,柳州市,2024,12,13.0,32.0,91
59211,百色市,2015,1,27.3,24.9,73
59211,百色市,2015,2,29.8,84.6,86
59211,百色市,2015,3,29.1,16.6,46
59211,百色市,2015,4,31.1,19.0,83
59211,百色市,2015,5,31.3,191.4,200
59211,百色市,2015,6,29.8,149.6,147
59211,百色市,2015,7,27.3,168.4,123
59211,百色市,2015,8,26.5,126.7,133
59211,百色市,2015,9,25.9,173.5,103
59211,百色市,2015,10,25.8,111.6,115
59211,百色市,2015,11,26.0,15.6,40
59211,百色市,2015,12,25.1,47.8,57
59211,百色市,2016,1,26.9,57.3,70
59211,百色市,2016,2,30.5,46.4,78
59211,百色市,2016,3,30.1,63.3,61
59211,百色市,2016,4,31.2,35.0,102
59211,百色市,2016,5,30.7,221.1,165
59211,百色市,2016,6,30.6,284.3,188
59211,百色市,2016,7,26.4,247.1,164
59211,百色市,2016,8,27.0,95.8,159
59211,百色市,2016,9,25.9,126.7,85
59211,百色市,2016,10,25.2,166.7,100
59211,百色市,2016,11,23.6,22.5,40
59211,百色市,2016,12,27.4,17.6,45
59211,百色市,2017,1,29.2,43.4,44
59211,百色市,2017,2,30.4,20.8,62
59211,百色市,2017,3,30.9,44.0,102
59211,百色市,2017,4,32.1,94.6,89
59211,百色市,2017,5,30.6,236.6,200
59211,百色市,2017,6,28.5,338.0,159
59211,百色市,2017,7,28.6,187.8,171
59211,百色市,2017,8,25.6,182.5,113
59211,百色市,2017,9,25.5,58.0,92
59211,百色市,2017,10,24.0,145.8,120
59211,百色市,2017,11,25.8,29.8,40
59211,百色市,2017,12,27.5,43.5,40
59211,百色市,2018,1,28.9,24.2,45
59211,百色市,2018,2,29.5,82.3,59
59211,百色市,2018,3,31.1,61.4,106
59211,百色市,2018,4,29.8,85.4,83
59211,百色市,2018,5,31.2,123.5,194
59211,百色市,2018,6,28.5,231.6,165
59211,百色市,2018,7,28.8,157.5,193
59211,百色市,2018,8,25.1,170.3,98
59211,百色市,2018,9,25.5,184.0,76
59211,百色市,2018,10,24.1,103.4,92
59211,百色市,2018,11,23.7,27.2,40
59211,百色市,2018,12,25.6,18.1,56
59211,百色市,2019,1,28.4,52.0,46
59211,百色市,2019,2,30.0,32.4,87
59211,百色市,2019,3,31.9,46.8,41
59211,百色市,2019,4,29.8,57.2,43
59211,百色市,2019,5,29.8,368.5,156
59211,百色市,2019,6,27.9,296.6,200
59211,百色市,2019,7,26.3,253.9,138
59211,百色市,2019,8,26.1,172.3,145
59211,百色市,2019,9,25.7,57.1,96
59211,百色市,2019,10,24.8,137.7,76
59211,百色市,2019,11,23.7,8.2,40
59211,百色市,2019,12,26.9,26.2,40
59211,百色市,2020,1,28.8,11.7,68
59211,百色市,2020,2,28.3,74.4,61
59211,百色市,2020,3,32.1,61.4,80
59211,百色市,2020,4,31.3,35.2,82
59211,百色市,2020,5,31.9,302.9,159
59211,百色市,2020,6,29.2,261.7,140
59211,百色市,2020,7,27.8,205.4,151
59211,百色市,2020,8,26.0,239.8,116
59211,百色市,2020,9,25.9,71.6,105
59211,百色市,2020,10,23.5,159.6,74
59211,百色市,2020,11,24.6,38.0,49
59211,百色市,2020,12,26.3,26.0,41
59211,百色市,2021,1,28.5,57.4,52
59211,百色市,2021,2,29.3,48.2,40
59211,百色市,2021,3,30.6,57.2,89
59211,百色市,2021,4,30.6,71.0,117
59211,百色市,2021,5,29.2,158.8,200
59211,百色市,2021,6,30.7,245.9,167
59211,百色市,2021,7,26.8,180.7,117
59211,百色市,2021,8,27.7,85.4,99
59211,百色市,2021,9,25.7,112.8,133
59211,百色市,2021,10,25.0,145.3,92
59211,百色市,2021,11,25.5,22.3,52
59211,百色市,2021,12,27.2,14.4,40
59211,百色市,2022,1,29.1,53.4,58
59211,百色市,2022,2,28.4,56.5,94
59211,百色市,2022,3,31.8,84.8,62
59211,百色市,2022,4,31.5,88.0,40
59211,百色市,2022,5,30.5,309.4,200
59211,百色市,2022,6,30.2,90.3,196
59211,百色市,2022,7,28.7,176.4,115
59211,百色市,2022,8,27.5,142.1,149
59211,百色市,2022,9,26.0,87.2,103
59211,百色市,2022,10,23.8,158.9,93
59211,百色市,2022,11,26.4,42.5,40
59211,百色市,2022,12,27.0,50.7,40
59211,百色市,2023,1,28.6,37.0,56
59211,百色市,2023,2,30.8,41.0,85
59211,百色市,2023,3,31.5,17.9,42
59211,百色市,2023,4,31.6,51.0,80
59211,百色市,2023,5,31.8,360.2,200
59211,百色市,2023,6,28.7,164.8,157
59211,百色市,2023,7,28.3,78.2,126
59211,百色市,2023,8,25.0,180.0,115
59211,百色市,2023,9,24.5,179.9,99
59211,百色市,2023,10,24.4,61.8,106
59211,百色市,2023,11,26.2,14.0,50
59211,百色市,2023,12,25.1,20.4,52
59211,百色市,2024,1,28.6,26.0,40
59211,百色市,2024,2,28.5,68.5,68
59211,百色市,2024,3,30.2,52.6,53
59211,百色市,2024,4,29.8,29.9,99
59211,百色市,2024,5,29.8,300.4,200
59211,百色市,2024,6,29.2,289.7,190
59211,百色市,2024,7,26.5,220.1,196
59211,百色市,2024,8,26.4,155.5,164
59211,百色市,2024,9,24.1,61.3,88
59211,百色市,2024,10,26.1,131.6,88
59211,百色市,2024,11,23.7,45.6,40
59211,百色市,2024,12,26.9,38.4,40
59224,河池市,2015,1,24.1,83.6,61
59224,河池市,2015,2,26.2,96.2,40
59224,河池市,2015,3,29.4,80.9,69
59224,河池市,2015,4,27.8,53.5,45
59224,河池市,2015,5,29.7,188.3,125
59224,河池市,2015,6,25.9,377.9,129
59224,河池市,2015,7,25.4,300.5,166
59224,河池市,2015,8,23.0,181.2,124
59224,河池市,2015,9,22.9,130.9,92
59224,河池市,2015,10,23.4,141.9,63
59224,河池市,2015,11,23.3,28.2,40
