station_id,city,year,month,avg_temp_c,precipitation_mm,sunshine_hours,humidity_pct,pressure_hpa,wind_speed_ms,evapotranspiration_mm,soil_temp_c,soil_moisture_m3m3
59431,南宁市,2010,5,27.7,12.7,10.3073,86,992.7,13.2,3.32,26.6,0.474
59431,南宁市,2010,5,23.5,114.0,0.352675,86,995.5,10.7,1.86,24.5,0.448
59431,南宁市,2010,5,26.6,0.9,8.08845,83,993.0,12.2,3.23,25.7,0.428
59431,南宁市,2010,5,26.3,10.0,6.114647222222222,88,993.0,9.3,2.7,26.2,0.449
59431,南宁市,2010,5,21.8,6.6,0.13159722222222223,82,997.9,9.7,1.71,22.9,0.483
59431,南宁市,2010,5,23.6,0.5,8.858127777777778,79,1000.5,5.1,3.2,23.9,0.472
59431,南宁市,2010,5,24.9,1.9,9.426155555555557,88,998.5,12.5,2.86,24.7,0.472
59431,南宁市,2010,5,27.0,0.5,11.71513888888889,84,995.8,16.6,3.85,26.2,0.471
59431,南宁市,2010,5,25.6,16.4,4.2645333333333335,89,996.0,10.9,2.23,25.7,0.455
59431,南宁市,2010,5,24.0,2.1,1.2639722222222223,81,997.3,7.0,1.95,24.3,0.44
59431,南宁市,2010,5,27.1,3.6,11.079858333333332,85,996.4,15.9,3.9,26.5,0.454
59431,南宁市,2010,5,27.6,2.5,12.225958333333333,83,996.7,15.3,4.21,27.1,0.455
59431,南宁市,2010,5,27.9,2.2,10.87288888888889,83,996.4,15.4,4.16,27.5,0.451
59431,南宁市,2010,5,27.2,23.4,8.841225,90,995.1,9.8,3.0,27.3,0.464
59431,南宁市,2010,5,26.3,27.8,5.505547222222223,90,995.2,14.3,2.53,26.3,0.471
59431,南宁市,2010,5,29.3,0.5,12.0,81,993.4,16.3,5.04,28.3,0.46
59431,南宁市,2010,5,27.5,3.3,7.584375,84,991.8,9.2,3.24,27.7,0.462
59431,南宁市,2010,5,25.5,12.8,10.473588888888889,75,995.0,7.7,4.94,26.5,0.471
59431,南宁市,2010,5,24.6,0.0,12.888322222222222,71,996.2,6.6,5.73,25.5,0.451
59431,南宁市,2010,5,25.6,0.0,10.068977777777778,78,996.0,8.8,3.91,25.7,0.436
59431,南宁市,2010,5,26.2,5.7,3.232580555555556,87,995.1,12.5,2.43,26.1,0.447
59431,南宁市,2010,5,26.7,7.6,0.2740527777777778,89,995.0,12.0,1.91,26.2,0.469
59431,南宁市,2010,5,26.3,19.7,1.7962138888888888,92,996.0,6.7,2.19,26.3,0.476
59431,南宁市,2010,5,24.8,11.7,0.34501944444444443,90,997.1,6.5,1.49,25.3,0.5
59431,南宁市,2010,5,26.0,0.0,8.963516666666667,83,996.4,3.5,3.5,26.3,0.481
59431,南宁市,2010,5,27.1,8.8,10.297066666666668,88,994.7,7.5,3.34,27.1,0.477
59431,南宁市,2010,6,26.5,18.3,0.27974166666666667,94,993.4,11.1,1.87,26.7,0.472
59431,南宁市,2010,6,23.5,5.6,0.0,79,998.4,11.6,2.15,24.4,0.432
59431,南宁市,2010,6,23.9,0.0,10.578941666666667,74,1001.7,8.7,4.14,24.6,0.413
59431,南宁市,2010,6,24.5,0.0,12.919300000000002,76,1000.9,7.4,4.67,25.2,0.403
59431,南宁市,2010,6,25.3,0.0,12.920163888888888,75,998.7,6.5,4.6,25.7,0.392
59431,南宁市,2010,6,26.0,4.4,9.071986111111112,84,997.7,10.7,3.38,26.1,0.402
59431,南宁市,2010,6,26.5,5.6,11.0,86,996.2,16.4,3.5,26.7,0.425
59431,南宁市,2010,6,27.4,11.2,9.119788888888888,88,994.1,14.4,3.55,27.3,0.467
59431,南宁市,2010,6,25.8,33.2,3.986527777777778,93,995.0,6.7,1.93,26.5,0.476
59431,南宁市,2010,6,25.1,26.0,2.429152777777778,92,996.9,10.1,2.02,25.8,0.477
59431,南宁市,2010,6,23.9,1.7,1.8974555555555557,84,998.6,8.7,2.28,24.8,0.479
59431,南宁市,2010,6,25.0,6.8,2.8634472222222223,85,997.7,5.3,2.47,25.3,0.494
59431,南宁市,2010,6,27.0,22.5,8.624086111111112,91,995.0,8.4,3.2,26.8,0.489
59431,南宁市,2010,6,26.3,26.3,1.1640944444444443,93,994.5,8.1,2.08,26.6,0.479
59431,南宁市,2010,6,25.3,31.1,0.6406916666666667,95,994.7,6.2,1.2,25.7,0.475
59431,南宁市,2010,6,27.5,7.2,1.128263888888889,90,993.3,9.8,2.12,26.6,0.476
59431,南宁市,2010,6,29.7,0.0,7.6760166666666665,81,993.0,12.5,4.34,28.5,0.467
59431,南宁市,2010,6,29.6,0.0,6.579174999999999,81,993.4,14.4,4.02,28.8,0.451
59431,南宁市,2010,6,30.0,0.0,9.601713888888888,80,993.0,16.4,4.88,29.4,0.436
59431,南宁市,2010,6,27.8,10.8,1.300138888888889,88,995.3,7.2,2.41,28.2,0.476
59431,南宁市,2010,6,25.7,31.5,1.733927777777778,92,996.9,5.1,1.69,26.6,0.487
59431,南宁市,2010,6,27.3,2.9,10.483969444444444,88,996.9,3.7,4.31,27.9,0.487
59431,南宁市,2010,6,27.6,5.4,11.508291666666667,88,995.2,11.6,3.68,28.0,0.489
59431,南宁市,2010,6,28.3,25.6,8.942625,85,991.2,8.6,4.26,28.5,0.488
59431,南宁市,2010,6,25.5,28.9,0.0,94,991.8,3.8,1.23,26.5,0.492
59431,南宁市,2010,6,25.5,14.2,2.446111111111111,91,993.2,7.2,2.01,26.1,0.487
59431,南宁市,2010,6,26.3,17.1,0.3507166666666666,94,992.6,9.8,1.39,26.2,0.493
59431,南宁市,2010,6,27.9,5.8,1.2564444444444445,91,991.7,14.8,2.45,27.2,0.492
59431,南宁市,2010,6,28.1,9.1,5.061836111111111,88,994.4,14.5,3.16,27.9,0.45
59431,南宁市,2010,6,28.2,4.3,10.715602777777777,87,996.2,12.4,3.63,28.2,0.43
59431,南宁市,2010,7,28.3,3.8,12.671925,86,996.4,10.5,4.52,28.7,0.461
59431,南宁市,2010,7,28.7,0.2,12.8465,82,995.7,11.6,4.96,28.9,0.457
59431,南宁市,2010,7,28.8,0.0,12.879175,81,996.1,11.5,5.05,29.0,0.435
59431,南宁市,2010,7,29.7,0.0,12.60168611111111,79,995.7,12.4,5.53,29.6,0.415
59431,南宁市,2010,7,30.6,0.0,12.867847222222222,76,993.6,12.9,6.03,30.3,0.396
59431,南宁市,2010,7,30.6,0.0,12.191005555555556,78,993.4,12.0,5.59,30.6,0.379
59431,南宁市,2010,7,30.6,0.0,12.720783333333333,77,994.0,14.0,5.89,30.8,0.363
59431,南宁市,2010,7,30.1,0.2,11.876258333333332,78,994.2,15.3,5.23,30.5,0.35
59431,南宁市,2010,7,30.0,0.5,11.614063888888888,77,993.8,16.2,5.64,30.5,0.34
59431,南宁市,2010,7,30.0,0.4,12.051005555555557,76,994.5,17.0,5.71,30.5,0.331
59431,南宁市,2010,7,29.8,1.8,11.602777777777778,77,995.0,14.7,5.09,30.4,0.327
59431,南宁市,2010,7,30.0,0.1,12.0,77,994.7,15.4,5.46,30.6,0.327
59431,南宁市,2010,7,29.8,0.5,12.626341666666667,77,995.7,12.3,5.01,30.3,0.325
59431,南宁市,2010,7,29.7,0.4,11.413794444444445,74,996.9,8.7,5.07,30.5,0.322
59431,南宁市,2010,7,30.3,0.1,12.588702777777778,70,995.9,7.2,5.57,30.9,0.313
59431,南宁市,2010,7,29.6,5.5,12.292538888888888,72,994.9,10.0,5.25,30.7,0.314
59431,南宁市,2010,7,27.7,8.2,8.51713611111111,77,995.0,17.8,3.59,28.5,0.374
59431,南宁市,2010,7,27.1,4.4,8.549919444444445,85,997.2,17.8,3.12,27.6,0.442
59431,南宁市,2010,7,27.7,4.1,11.810266666666667,85,997.0,13.6,3.78,28.3,0.44
59431,南宁市,2010,7,28.6,0.7,8.807430555555555,83,996.6,12.5,3.99,28.9,0.43
59431,南宁市,2010,7,28.6,1.2,11.522655555555556,81,995.3,9.9,4.37,29.2,0.421
59431,南宁市,2010,7,28.3,11.0,12.086561111111111,77,992.7,13.1,5.31,28.9,0.425
59431,南宁市,2010,7,25.1,60.1,0.0,94,990.8,16.2,0.93,26.3,0.476
59431,南宁市,2010,7,25.8,15.9,2.037338888888889,94,994.9,15.1,1.82,26.4,0.466
59431,南宁市,2010,7,27.1,8.1,9.28431111111111,89,996.4,8.2,3.01,27.4,0.474
59431,南宁市,2010,7,27.6,9.7,10.422394444444445,87,997.2,3.9,4.29,28.4,0.481
59431,南宁市,2010,7,27.9,1.4,11.0,84,996.3,7.4,4.25,28.5,0.472
59431,南宁市,2010,7,27.1,16.5,4.317072222222222,90,995.9,8.6,2.43,27.7,0.486
59431,南宁市,2010,7,27.6,10.0,4.8059666666666665,89,994.4,8.5,2.87,27.7,0.476
59431,南宁市,2010,7,28.4,7.5,7.573697222222223,87,993.7,11.2,3.41,28.2,0.447
59431,南宁市,2010,7,28.6,4.8,5.761377777777778,87,993.8,12.7,3.21,28.3,0.482
59431,南宁市,2010,8,28.5,2.2,9.597336111111112,85,997.3,12.0,3.94,28.6,0.486
59431,南宁市,2010,8,27.9,1.1,12.0,85,998.5,8.5,3.81,28.6,0.477
59431,南宁市,2010,8,27.2,3.2,11.47211388888889,85,996.5,8.6,4.01,28.3,0.478
59431,南宁市,2010,8,27.0,1.2,9.959966666666666,87,995.0,7.1,3.6,28.0,0.477
59431,南宁市,2010,8,28.6,0.0,12.125486111111112,82,995.6,5.3,4.84,28.9,0.462
59431,南宁市,2010,8,28.8,7.5,11.148338888888889,84,996.2,4.8,4.78,29.5,0.465
59431,南宁市,2010,8,28.1,14.1,10.0,86,994.3,4.7,4.18,29.3,0.485
59431,南宁市,2010,8,28.2,2.1,11.520150000000001,85,993.3,4.7,4.49,29.2,0.49
59431,南宁市,2010,8,28.3,5.0,11.027433333333335,84,992.9,5.4,4.41,29.3,0.493
59431,南宁市,2010,8,28.1,0.6,11.297883333333333,85,994.4,8.8,4.09,29.0,0.474
59431,南宁市,2010,8,28.0,1.5,10.906341666666668,85,996.4,10.6,3.8,28.8,0.469
59431,南宁市,2010,8,27.9,9.5,10.809330555555555,88,997.4,8.0,3.54,28.8,0.466
59431,南宁市,2010,8,28.1,0.4,12.0,87,996.6,10.4,3.93,28.9,0.456
59431,南宁市,2010,8,28.5,0.4,12.005766666666668,84,996.7,11.4,4.62,29.1,0.452
59431,南宁市,2010,8,28.2,0.9,11.924083333333332,83,998.3,9.6,4.32,29.0,0.446
59431,南宁市,2010,8,27.3,5.4,9.392858333333333,89,997.3,11.1,3.35,28.3,0.465
59431,南宁市,2010,8,25.6,7.2,4.092613888888889,92,997.4,11.9,2.0,26.9,0.492
59431,南宁市,2010,8,26.3,6.0,8.897902777777778,89,999.7,11.1,3.19,27.1,0.477
59431,南宁市,2010,8,27.6,0.2,12.0,85,1001.5,6.7,4.55,28.3,0.468
59431,南宁市,2010,8,26.8,5.4,10.168602777777778,87,1001.4,8.5,3.69,27.9,0.474
59431,南宁市,2010,8,26.9,7.9,9.736494444444444,90,999.7,6.7,3.47,28.0,0.477
59431,南宁市,2010,8,27.9,0.6,11.445769444444444,84,998.2,4.7,4.65,28.6,0.457
59431,南宁市,2010,8,28.2,3.8,12.0,83,996.8,8.4,4.51,28.6,0.458
59431,南宁市,2010,8,26.6,9.0,9.774888888888889,86,997.2,13.1,3.11,27.5,0.462
59431,南宁市,2010,8,26.1,17.3,5.22143611111111,90,997.9,12.0,2.3,27.0,0.473
59431,南宁市,2010,8,26.3,10.7,8.791077777777778,90,997.3,9.9,2.66,26.9,0.454
59431,南宁市,2010,8,25.7,20.8,3.9445805555555555,91,997.2,9.7,2.05,26.4,0.485
59431,南宁市,2010,8,23.5,4.8,0.9294972222222222,84,998.9,9.3,1.83,24.6,0.496
59431,南宁市,2010,8,25.6,0.0,11.239827777777776,80,998.5,6.1,3.85,25.9,0.48
59431,南宁市,2010,8,27.5,0.0,12.0,79,996.1,4.5,4.65,27.6,0.463
59431,南宁市,2010,8,28.1,0.0,12.0,79,994.6,5.8,4.75,28.2,0.448
59431,南宁市,2010,9,27.3,0.0,12.049580555555554,72,995.6,8.5,5.66,27.6,0.432
59431,南宁市,2010,9,27.4,0.0,11.992036111111112,70,996.5,9.9,5.3,27.5,0.414
59431,南宁市,2010,9,27.8,0.0,11.976619444444445,71,995.1,10.1,5.13,27.7,0.398
59431,南宁市,2010,9,27.8,0.0,11.960986111111112,76,994.3,6.7,4.31,28.0,0.385
59431,南宁市,2010,9,27.0,0.1,11.0847,85,995.9,5.1,3.01,27.7,0.38
59431,南宁市,2010,9,27.9,0.3,11.858858333333334,83,995.9,10.9,4.02,28.2,0.377
59431,南宁市,2010,9,27.9,2.9,11.512905555555555,86,995.6,9.7,3.61,28.5,0.381
59431,南宁市,2010,9,27.5,7.2,9.116925,90,996.4,4.9,3.46,28.5,0.424
59431,南宁市,2010,9,27.7,7.1,10.010744444444445,90,995.8,4.6,3.47,28.5,0.466
59431,南宁市,2010,9,26.8,14.3,5.985530555555555,91,995.4,4.9,2.53,27.9,0.48
59431,南宁市,2010,9,26.5,6.6,7.022311111111111,90,997.8,5.5,2.74,27.5,0.489
59431,南宁市,2010,9,26.1,11.6,6.619777777777778,90,998.9,5.8,2.71,27.3,0.491
59431,南宁市,2010,9,24.8,10.7,2.222888888888889,93,998.1,13.5,1.65,25.9,0.475
59431,南宁市,2010,9,26.0,4.1,9.697783333333332,88,1000.2,11.9,3.05,26.6,0.458
59431,南宁市,2010,9,26.6,1.1,11.082333333333334,87,1001.2,3.6,3.95,27.4,0.477
59431,南宁市,2010,9,27.0,0.1,11.320799999999998,86,1000.1,5.2,4.14,27.9,0.461
59431,南宁市,2010,9,27.4,0.0,11.389636111111113,81,998.8,6.2,4.39,28.0,0.446
59431,南宁市,2010,9,27.6,0.0,11.605661111111111,80,998.3,7.4,4.82,28.3,0.429
59431,南宁市,2010,9,27.6,0.0,11.68313611111111,81,996.8,7.5,4.86,28.2,0.413
59431,南宁市,2010,9,28.3,0.0,11.552877777777779,80,993.5,7.4,4.92,28.5,0.399
59431,南宁市,2010,9,28.9,0.1,9.271141666666667,80,993.6,8.1,4.36,29.0,0.387
59431,南宁市,2010,9,25.2,168.4,0.0,96,996.5,9.8,0.69,26.6,0.49
59431,南宁市,2010,9,22.2,112.4,0.0,98,1000.8,8.5,0.35,24.3,0.481
59431,南宁市,2010,9,21.2,16.4,2.312580555555556,93,1002.0,6.9,1.53,23.1,0.497
59431,南宁市,2010,9,24.2,9.8,4.316336111111111,92,1001.4,8.0,1.95,24.5,0.467
59431,南宁市,2010,9,25.5,8.1,6.655025,91,1002.5,7.3,2.36,25.8,0.474
59431,南宁市,2010,9,26.1,1.8,10.048166666666667,86,1002.6,6.7,3.58,26.6,0.474
59431,南宁市,2010,9,26.2,1.1,10.097858333333333,85,1002.7,7.0,3.16,26.8,0.471
59431,南宁市,2010,9,26.3,2.5,10.19681111111111,87,1003.2,6.4,3.41,27.0,0.473
