station_id,city,year,month,avg_temp_c,precipitation_mm,sunshine_hours
59431,南宁市,2024,7,30.0,195.0,162.0
59431,南宁市,2024,8,29.5,168.0,155.0
59431,南宁市,2024,9,28.0,82.0,148.0
59431,南宁市,2024,10,24.5,62.0,135.0
59431,南宁市,2024,11,20.0,40.0,108.0
59431,南宁市,2024,12,15.0,30.0,98.0
59425,崇左市,2015,1,15.1,31.3,87.0
59425,崇左市,2015,2,17.0,44.8,92.0
59425,崇左市,2015,3,21.0,67.0,110.0
59425,崇左市,2015,4,24.6,111.9,138.0
59425,崇左市,2015,5,28.1,202.8,158.0
59425,崇左市,2015,6,30.0,239.1,140.0
59425,崇左市,2015,7,30.8,177.5,164.0
59425,崇左市,2015,8,30.1,165.0,164.0
59425,崇左市,2015,9,28.6,82.7,151.0
59425,崇左市,2015,10,25.0,62.3,130.0
59425,崇左市,2015,11,21.3,36.7,107.0
59425,崇左市,2015,12,15.7,28.3,101.0
59425,崇左市,2016,1,15.5,27.6,82.0
59425,崇左市,2016,2,17.2,30.7,92.0
59425,崇左市,2016,3,21.2,57.5,101.0
59425,崇左市,2016,4,24.6,100.5,129.0
59425,崇左市,2016,5,28.3,158.5,145.0
59425,崇左市,2016,6,29.9,165.6,142.0
59425,崇左市,2016,7,31.2,141.8,151.0
59425,崇左市,2016,8,30.4,125.4,144.0
59425,崇左市,2016,9,28.8,72.3,143.0
59425,崇左市,2016,10,25.1,49.3,124.0
59425,崇左市,2016,11,21.0,29.4,105.0
59425,崇左市,2016,12,16.3,22.1,93.0
59425,崇左市,2017,1,14.7,28.0,83.0
59425,崇左市,2017,2,17.2,39.1,95.0
59425,崇左市,2017,3,20.4,63.0,110.0
59425,崇左市,2017,4,24.1,106.9,131.0
59425,崇左市,2017,5,27.8,173.7,146.0
59425,崇左市,2017,6,29.7,205.1,146.0
59425,崇左市,2017,7,30.9,182.8,162.0
59425,崇左市,2017,8,29.7,161.3,152.0
59425,崇左市,2017,9,28.5,85.3,152.0
59425,崇左市,2017,10,24.9,54.8,136.0
59425,崇左市,2017,11,20.8,34.4,110.0
59425,崇左市,2017,12,16.0,26.1,96.0
59425,崇左市,2018,1,15.9,30.8,82.0
59425,崇左市,2018,2,18.0,36.9,94.0
59425,崇左市,2018,3,21.2,58.2,109.0
59425,崇左市,2018,4,25.4,103.6,127.0
59425,崇左市,2018,5,28.5,152.9,144.0
59425,崇左市,2018,6,30.5,196.2,133.0
59425,崇左市,2018,7,31.9,187.5,162.0
59425,崇左市,2018,8,30.8,145.5,155.0
59425,崇左市,2018,9,29.4,70.5,149.0
59425,崇左市,2018,10,26.0,56.0,132.0
59425,崇左市,2018,11,21.7,30.0,110.0
59425,崇左市,2018,12,16.8,21.2,90.0
59425,崇左市,2019,1,15.1,25.4,78.0
59425,崇左市,2019,2,17.2,37.0,87.0
59425,崇左市,2019,3,20.6,53.0,100.0
59425,崇左市,2019,4,24.3,93.7,118.0
59425,崇左市,2019,5,27.7,139.4,137.0
59425,崇左市,2019,6,29.6,176.1,129.0
59425,崇左市,2019,7,31.0,164.5,157.0
59425,崇左市,2019,8,30.1,142.9,140.0
59425,崇左市,2019,9,28.5,72.7,141.0
59425,崇左市,2019,10,24.9,45.0,122.0
59425,崇左市,2019,11,20.6,29.6,102.0
59425,崇左市,2019,12,15.6,24.1,92.0
59425,崇左市,2020,1,15.0,35.0,82.0
59425,崇左市,2020,2,17.5,40.0,88.0
59425,崇左市,2020,3,21.0,65.0,102.0
59425,崇左市,2020,4,24.5,105.0,122.0
59425,崇左市,2020,5,28.0,165.0,148.0
59425,崇左市,2020,6,30.0,195.0,138.0
59425,崇左市,2020,7,31.0,178.0,162.0
59425,崇左市,2020,8,30.0,155.0,152.0
59425,崇左市,2020,9,28.5,85.0,142.0
59425,崇左市,2020,10,25.0,58.0,128.0
59425,崇左市,2020,11,21.0,32.0,108.0
59425,崇左市,2020,12,16.0,28.0,92.0
59425,崇左市,2021,1,15.5,28.0,85.0
59425,崇左市,2021,2,18.0,35.0,92.0
59425,崇左市,2021,3,21.5,68.0,108.0
59425,崇左市,2021,4,25.0,112.0,130.0
59425,崇左市,2021,5,28.5,178.0,152.0
59425,崇左市,2021,6,30.5,208.0,142.0
59425,崇左市,2021,7,31.5,168.0,165.0
59425,崇左市,2021,8,30.5,158.0,158.0
59425,崇左市,2021,9,29.0,78.0,148.0
59425,崇左市,2021,10,25.5,55.0,132.0
59425,崇左市,2021,11,21.5,30.0,110.0
59425,崇左市,2021,12,16.5,22.0,98.0
59425,崇左市,2022,1,14.5,32.0,80.0
59425,崇左市,2022,2,16.0,42.0,90.0
59425,崇左市,2022,3,20.0,58.0,104.0
59425,崇左市,2022,4,24.0,102.0,126.0
59425,崇左市,2022,5,27.5,160.0,142.0
59425,崇左市,2022,6,29.5,192.0,140.0
59425,崇左市,2022,7,30.5,182.0,158.0
59425,崇左市,2022,8,30.0,160.0,150.0
59425,崇左市,2022,9,28.5,80.0,142.0
59425,崇左市,2022,10,25.0,52.0,130.0
59425,崇左市,2022,11,20.5,35.0,104.0
59425,崇左市,2022,12,15.5,25.0,94.0
59425,崇左市,2023,1,15.5,28.0,86.0
59425,崇左市,2023,2,18.0,32.0,95.0
59425,崇左市,2023,3,21.5,55.0,110.0
59425,崇左市,2023,4,25.0,108.0,132.0
59425,崇左市,2023,5,28.5,170.0,150.0
59425,崇左市,2023,6,30.5,202.0,145.0
59425,崇左市,2023,7,31.5,175.0,165.0
59425,崇左市,2023,8,30.5,152.0,155.0
59425,崇左市,2023,9,29.0,75.0,150.0
59425,崇左市,2023,10,25.5,48.0,135.0
59425,崇左市,2023,11,21.5,28.0,108.0
59425,崇左市,2023,12,16.5,20.0,100.0
59425,崇左市,2024,1,16.0,30.0,88.0
59425,崇左市,2024,2,17.5,38.0,94.0
59425,崇左市,2024,3,21.0,68.0,106.0
59425,崇左市,2024,4,25.0,112.0,128.0
59425,崇左市,2024,5,28.0,168.0,145.0
59425,崇左市,2024,6,30.0,198.0,140.0
59425,崇左市,2024,7,31.0,178.0,160.0
59425,崇左市,2024,8,30.5,155.0,152.0
59425,崇左市,2024,9,29.0,72.0,145.0
59425,崇左市,2024,10,25.5,52.0,132.0
59425,崇左市,2024,11,21.0,32.0,105.0
59425,崇左市,2024,12,16.0,25.0,95.0
59441,来宾市,2015,1,13.0,41.4,81.0
59441,来宾市,2015,2,15.0,46.0,96.0
59441,来宾市,2015,3,18.6,79.4,102.0
59441,来宾市,2015,4,22.4,126.6,132.0
59441,来宾市,2015,5,26.6,211.1,149.0
59441,来宾市,2015,6,28.1,247.3,147.0
59441,来宾市,2015,7,29.5,216.1,165.0
59441,来宾市,2015,8,28.7,178.0,149.0
59441,来宾市,2015,9,26.9,83.0,150.0
59441,来宾市,2015,10,23.6,67.9,139.0
59441,来宾市,2015,11,19.2,39.8,111.0
59441,来宾市,2015,12,13.6,27.8,95.0
59441,来宾市,2016,1,12.8,30.8,78.0
59441,来宾市,2016,2,15.0,44.0,86.0
59441,来宾市,2016,3,18.9,67.9,104.0
59441,来宾市,2016,4,22.6,107.3,121.0
59441,来宾市,2016,5,26.4,164.8,137.0
59441,来宾市,2016,6,28.2,196.5,130.0
59441,来宾市,2016,7,29.9,180.1,161.0
59441,来宾市,2016,8,28.7,131.4,153.0
59441,来宾市,2016,9,27.3,80.6,145.0
59441,来宾市,2016,10,24.0,52.4,124.0
59441,来宾市,2016,11,19.7,31.5,98.0
59441,来宾市,2016,12,13.9,26.6,93.0
59441,来宾市,2017,1,12.4,32.7,81.0
59441,来宾市,2017,2,14.6,46.9,89.0
59441,来宾市,2017,3,18.2,79.7,103.0
59441,来宾市,2017,4,22.4,113.8,125.0
59441,来宾市,2017,5,26.3,182.3,156.0
59441,来宾市,2017,6,28.3,228.2,141.0
59441,来宾市,2017,7,29.0,195.3,171.0
59441,来宾市,2017,8,28.7,161.0,155.0
59441,来宾市,2017,9,27.1,80.4,155.0
59441,来宾市,2017,10,23.6,60.7,137.0
59441,来宾市,2017,11,19.3,33.9,113.0
59441,来宾市,2017,12,13.5,29.3,96.0
59441,来宾市,2018,1,13.4,36.5,84.0
59441,来宾市,2018,2,15.5,44.5,87.0
59441,来宾市,2018,3,19.5,76.9,105.0
59441,来宾市,2018,4,23.1,112.9,120.0
59441,来宾市,2018,5,26.8,184.0,147.0
59441,来宾市,2018,6,29.3,228.2,137.0
59441,来宾市,2018,7,30.2,195.4,163.0
59441,来宾市,2018,8,29.1,156.5,143.0
59441,来宾市,2018,9,28.1,81.8,137.0
59441,来宾市,2018,10,24.4,60.8,125.0
59441,来宾市,2018,11,19.8,36.7,103.0
59441,来宾市,2018,12,14.6,26.7,95.0
59441,来宾市,2019,1,12.5,29.9,75.0
59441,来宾市,2019,2,14.7,38.4,82.0
59441,来宾市,2019,3,18.2,63.6,102.0
59441,来宾市,2019,4,22.0,109.0,118.0
59441,来宾市,2019,5,26.5,149.5,136.0
59441,来宾市,2019,6,28.4,210.5,136.0
59441,来宾市,2019,7,29.1,158.4,154.0
59441,来宾市,2019,8,28.7,151.1,144.0
59441,来宾市,2019,9,26.8,79.8,132.0
59441,来宾市,2019,10,23.3,55.3,123.0
59441,来宾市,2019,11,19.0,31.0,101.0
59441,来宾市,2019,12,13.4,25.5,86.0
59441,来宾市,2020,1,12.5,42.0,80.0
59441,来宾市,2020,2,15.0,50.0,85.0
59441,来宾市,2020,3,18.5,78.0,100.0
59441,来宾市,2020,4,22.5,115.0,120.0
59441,来宾市,2020,5,26.5,175.0,145.0
59441,来宾市,2020,6,28.5,210.0,135.0
59441,来宾市,2020,7,29.5,185.0,160.0
59441,来宾市,2020,8,28.5,160.0,150.0
59441,来宾市,2020,9,27.0,90.0,140.0
59441,来宾市,2020,10,23.5,65.0,125.0
59441,来宾市,2020,11,19.0,38.0,105.0
59441,来宾市,2020,12,13.5,32.0,90.0
59441,来宾市,2021,1,13.0,32.0,83.0
59441,来宾市,2021,2,15.5,40.0,90.0
59441,来宾市,2021,3,19.0,82.0,105.0
59441,来宾市,2021,4,23.0,125.0,128.0
59441,来宾市,2021,5,27.0,185.0,150.0
59441,来宾市,2021,6,29.0,225.0,140.0
59441,来宾市,2021,7,30.0,175.0,165.0
59441,来宾市,2021,8,29.0,165.0,155.0
59441,来宾市,2021,9,27.5,82.0,145.0
59441,来宾市,2021,10,24.0,68.0,130.0
59441,来宾市,2021,11,20.0,35.0,108.0
59441,来宾市,2021,12,14.5,25.0,96.0
59441,来宾市,2022,1,12.0,38.0,78.0
59441,来宾市,2022,2,14.0,52.0,88.0
59441,来宾市,2022,3,17.5,68.0,102.0
59441,来宾市,2022,4,21.5,112.0,122.0
59441,来宾市,2022,5,26.0,168.0,140.0
59441,来宾市,2022,6,27.5,205.0,138.0
59441,来宾市,2022,7,29.0,195.0,155.0
59441,来宾市,2022,8,28.5,168.0,148.0
59441,来宾市,2022,9,27.0,85.0,140.0
59441,来宾市,2022,10,23.5,60.0,128.0
59441,来宾市,2022,11,19.0,42.0,102.0
59441,来宾市,2022,12,13.0,30.0,92.0
59441,来宾市,2023,1,13.5,30.0,84.0
59441,来宾市,2023,2,16.0,38.0,92.0
59441,来宾市,2023,3,19.5,65.0,108.0
59441,来宾市,2023,4,23.0,118.0,130.0
59441,来宾市,2023,5,27.0,178.0,148.0
59441,来宾市,2023,6,29.0,218.0,142.0
59441,来宾市,2023,7,30.0,180.0,162.0
59441,来宾市,2023,8,29.0,160.0,152.0
59441,来宾市,2023,9,27.5,78.0,148.0
59441,来宾市,2023,10,24.0,55.0,132.0
59441,来宾市,2023,11,20.0,32.0,106.0
59441,来宾市,2023,12,14.5,22.0,98.0
59441,来宾市,2024,1,14.0,35.0,85.0
59441,来宾市,2024,2,15.5,45.0,92.0
59441,来宾市,2024,3,19.0,78.0,104.0
59441,来宾市,2024,4,23.0,122.0,125.0
59441,来宾市,2024,5,26.5,178.0,142.0
59441,来宾市,2024,6,28.5,212.0,138.0
59441,来宾市,2024,7,29.5,190.0,158.0
59441,来宾市,2024,8,29.0,162.0,150.0
59441,来宾市,2024,9,27.5,78.0,142.0
59441,来宾市,2024,10,24.0,58.0,130.0
59441,来宾市,2024,11,19.5,36.0,103.0
59441,来宾市,2024,12,14.0,28.0,93.0
59451,柳州市,2015,1,11.2,49.6,82.0
59451,柳州市,2015,2,13.7,62.1,93.0
59451,柳州市,2015,3,16.9,100.6,105.0
59451,柳州市,2015,4,21.3,155.0,124.0
59451,柳州市,2015,5,25.2,207.5,146.0
59451,柳州市,2015,6,27.6,281.8,133.0
59451,柳州市,2015,7,28.5,224.5,158.0
59451,柳州市,2015,8,27.4,194.3,160.0
59451,柳州市,2015,9,26.0,104.1,148.0
59451,柳州市,2015,10,22.2,83.7,137.0
59451,柳州市,2015,11,17.6,47.6,103.0
59451,柳州市,2015,12,12.4,32.2,96.0
59451,柳州市,2016,1,11.5,33.8,76.0
59451,柳州市,2016,2,14.0,43.2,84.0
59451,柳州市,2016,3,17.4,78.8,100.0
59451,柳州市,2016,4,21.3,112.4,116.0
59451,柳州市,2016,5,25.8,187.6,143.0
59451,柳州市,2016,6,27.8,212.1,132.0
59451,柳州市,2016,7,28.8,189.3,156.0
59451,柳州市,2016,8,28.0,174.3,142.0
59451,柳州市,2016,9,26.1,76.7,137.0
59451,柳州市,2016,10,22.1,61.1,123.0
59451,柳州市,2016,11,17.8,39.1,94.0
59451,柳州市,2016,12,12.4,30.4,88.0
59451,柳州市,2017,1,11.4,40.5,76.0
59451,柳州市,2017,2,13.6,48.2,89.0
59451,柳州市,2017,3,17.1,92.3,106.0
59451,柳州市,2017,4,20.9,128.9,125.0
59451,柳州市,2017,5,25.1,205.9,152.0
59451,柳州市,2017,6,27.3,252.3,135.0
59451,柳州市,2017,7,28.2,188.8,164.0
59451,柳州市,2017,8,27.4,196.3,152.0
59451,柳州市,2017,9,25.6,87.4,150.0
59451,柳州市,2017,10,22.1,63.8,126.0
59451,柳州市,2017,11,17.6,39.5,109.0
59451,柳州市,2017,12,12.5,29.5,91.0
59451,柳州市,2018,1,12.0,40.4,79.0
59451,柳州市,2018,2,14.1,46.9,81.0
59451,柳州市,2018,3,17.8,83.6,101.0
59451,柳州市,2018,4,21.5,116.5,115.0
59451,柳州市,2018,5,26.0,195.5,139.0
59451,柳州市,2018,6,27.9,248.6,132.0
59451,柳州市,2018,7,29.1,211.1,153.0
59451,柳州市,2018,8,28.4,188.5,152.0
59451,柳州市,2018,9,26.5,98.5,138.0
59451,柳州市,2018,10,22.7,66.4,130.0
59451,柳州市,2018,11,18.4,40.3,101.0
59451,柳州市,2018,12,13.0,28.4,87.0
59451,柳州市,2019,1,11.1,38.0,70.0
59451,柳州市,2019,2,13.2,44.3,79.0
59451,柳州市,2019,3,17.1,74.4,99.0
59451,柳州市,2019,4,20.7,123.1,119.0
59451,柳州市,2019,5,25.3,180.4,134.0
59451,柳州市,2019,6,27.0,236.1,133.0
59451,柳州市,2019,7,28.5,174.6,153.0
59451,柳州市,2019,8,27.7,155.5,135.0
59451,柳州市,2019,9,26.0,87.1,138.0
59451,柳州市,2019,10,21.8,67.0,117.0
59451,柳州市,2019,11,17.3,36.8,100.0
59451,柳州市,2019,12,12.4,29.5,86.0
59451,柳州市,2020,1,11.0,48.0,75.0
59451,柳州市,2020,2,13.5,58.0,82.0
59451,柳州市,2020,3,17.0,88.0,98.0
59451,柳州市,2020,4,21.0,128.0,118.0
59451,柳州市,2020,5,25.5,198.0,142.0
59451,柳州市,2020,6,27.5,238.0,132.0
59451,柳州市,2020,7,28.5,205.0,158.0
59451,柳州市,2020,8,27.5,178.0,148.0
59451,柳州市,2020,9,26.0,102.0,138.0
59451,柳州市,2020,10,22.5,72.0,122.0
59451,柳州市,2020,11,17.5,45.0,102.0
59451,柳州市,2020,12,12.5,38.0,88.0
59451,柳州市,2021,1,11.5,38.0,78.0
59451,柳州市,2021,2,14.0,48.0,88.0
59451,柳州市,2021,3,17.5,92.0,102.0
59451,柳州市,2021,4,21.5,138.0,125.0
59451,柳州市,2021,5,26.0,208.0,148.0
59451,柳州市,2021,6,28.0,245.0,138.0
59451,柳州市,2021,7,29.0,198.0,162.0
59451,柳州市,2021,8,28.0,185.0,152.0
59451,柳州市,2021,9,26.5,95.0,142.0
59451,柳州市,2021,10,22.5,78.0,128.0
59451,柳州市,2021,11,18.5,42.0,105.0
59451,柳州市,2021,12,13.0,30.0,94.0
59451,柳州市,2022,1,10.5,45.0,72.0
59451,柳州市,2022,2,12.5,58.0,85.0
59451,柳州市,2022,3,16.0,78.0,98.0
59451,柳州市,2022,4,20.5,122.0,120.0
59451,柳州市,2022,5,25.0,188.0,138.0
59451,柳州市,2022,6,26.5,228.0,135.0
59451,柳州市,2022,7,28.0,215.0,152.0
59451,柳州市,2022,8,27.5,185.0,145.0
59451,柳州市,2022,9,25.5,95.0,138.0
59451,柳州市,2022,10,22.0,68.0,125.0
59451,柳州市,2022,11,17.5,48.0,100.0
59451,柳州市,2022,12,12.0,35.0,90.0
59451,柳州市,2023,1,12.0,35.0,80.0
59451,柳州市,2023,2,14.5,45.0,90.0
59451,柳州市,2023,3,18.0,75.0,105.0
59451,柳州市,2023,4,21.5,128.0,128.0
59451,柳州市,2023,5,26.0,198.0,145.0
59451,柳州市,2023,6,28.0,240.0,140.0
59451,柳州市,2023,7,29.0,202.0,160.0
59451,柳州市,2023,8,28.0,178.0,150.0
59451,柳州市,2023,9,26.5,88.0,145.0
59451,柳州市,2023,10,22.5,62.0,130.0
59451,柳州市,2023,11,18.0,38.0,103.0
59451,柳州市,2023,12,13.0,25.0,96.0
59451,柳州市,2024,1,12.5,40.0,82.0
59451,柳州市,2024,2,14.0,52.0,90.0
59451,柳州市,2024,3,17.5,88.0,102.0
59451,柳州市,2024,4,21.5,132.0,122.0
59451,柳州市,2024,5,25.5,198.0,140.0
59451,柳州市,2024,6,27.5,235.0,135.0
59451,柳州市,2024,7,28.5,210.0,155.0
59451,柳州市,2024,8,28.0,180.0,148.0
59451,柳州市,2024,9,26.5,88.0,140.0
59451,柳州市,2024,10,22.5,65.0,128.0
59451,柳州市,2024,11,18.0,42.0,100.0
59451,柳州市,2024,12,13.0,32.0,91.0
59224,河池市,2015,1,12.3,113.2,150.0
59224,河池市,2015,2,14.1,139.2,90.0
59224,河池市,2015,3,16.5,166.2,60.0
59224,河池市,2015,4,21.5,129.9,240.0
59224,河池市,2015,5,24.8,553.3,180.0
59224,河池市,2015,6,26.7,469.0,180.0
59224,河池市,2015,7,26.3,289.1,210.0
59224,河池市,2015,8,26.4,284.8,240.0
59224,河池市,2015,9,24.8,242.5,180.0
59224,河池市,2015,10,21.9,182.5,240.0
59224,河池市,2015,11,17.9,290.8,120.0
59224,河池市,2015,12,11.7,158.2,150.0
59224,河池市,2016,1,10.4,124.5,90.0
59224,河池市,2016,2,11.7,23.3,210.0
59224,河池市,2016,3,16.2,182.8,120.0
59224,河池市,2016,4,22.3,335.9,120.0
59224,河池市,2016,5,23.9,458.2,180.0
59224,河池市,2016,6,26.8,347.0,270.0
59224,河池市,2016,7,27.6,343.6,240.0
59224,河池市,2016,8,27.7,306.9,270.0
59224,河池市,2016,9,25.7,168.7,300.0
59224,河池市,2016,10,23.2,133.2,240.0
59224,河池市,2016,11,16.4,127.6,150.0
59224,河池市,2016,12,13.7,87.9,210.0
59224,河池市,2017,1,13.2,98.3,90.0
59224,河池市,2017,2,13.6,63.7,150.0
59224,河池市,2017,3,15.2,244.2,60.0
59224,河池市,2017,4,21.2,101.3,210.0
59224,河池市,2017,5,23.9,264.5,240.0
59224,河池市,2017,6,25.8,561.3,150.0
59224,河池市,2017,7,26.9,388.9,270.0
59224,河池市,2017,8,26.9,498.0,210.0
59224,河池市,2017,9,26.5,184.6,240.0
59224,河池市,2017,10,21.5,93.2,210.0
59224,河池市,2017,11,16.8,77.8,90.0
59224,河池市,2017,12,12.2,25.7,180.0
59224,河池市,2018,1,10.2,163.4,90.0
59224,河池市,2018,2,12.2,38.8,120.0
59224,河池市,2018,3,18.1,142.1,180.0
59224,河池市,2018,4,20.9,127.9,180.0
59224,河池市,2018,5,25.2,313.5,210.0
59224,河池市,2018,6,26.1,340.0,240.0
59224,河池市,2018,7,27.4,359.6,270.0
59224,河池市,2018,8,27.6,289.3,270.0
59224,河池市,2018,9,25.4,278.6,270.0
59224,河池市,2018,10,20.4,119.2,180.0
59224,河池市,2018,11,16.6,147.0,180.0
59224,河池市,2018,12,11.6,101.7,90.0
59224,河池市,2019,1,10.7,84.8,90.0
59224,河池市,2019,2,12.0,137.3,60.0
59224,河池市,2019,3,16.8,165.9,120.0
59224,河池市,2019,4,22.2,320.3,180.0
59224,河池市,2019,5,23.7,299.7,210.0
59224,河池市,2019,6,26.7,583.7,210.0
59224,河池市,2019,7,27.2,465.3,210.0
59224,河池市,2019,8,28.3,168.1,300.0
59224,河池市,2019,9,25.8,133.8,330.0
59224,河池市,2019,10,21.9,117.5,210.0
59224,河池市,2019,11,17.3,51.0,210.0
59224,河池市,2019,12,13.0,58.1,150.0
59224,河池市,2020,1,12.7,127.3,90.0
59224,河池市,2020,2,14.8,149.8,120.0
59224,河池市,2020,3,17.9,230.5,120.0
59224,河池市,2020,4,18.8,131.3,180.0
59224,河池市,2020,5,26.3,264.1,270.0
59224,河池市,2020,6,27.0,681.8,240.0
59224,河池市,2020,7,28.0,281.4,270.0
59224,河池市,2020,8,27.2,290.3,300.0
59224,河池市,2020,9,24.6,455.2,150.0
59224,河池市,2020,10,19.9,101.2,210.0
59224,河池市,2020,11,17.4,30.9,180.0
59224,河池市,2020,12,10.6,30.3,210.0
59224,河池市,2021,1,10.9,21.9,210.0
59224,河池市,2021,2,16.0,85.9,150.0
59224,河池市,2021,3,18.0,154.3,120.0
59224,河池市,2021,4,20.0,239.1,120.0
59224,河池市,2021,5,24.9,562.5,210.0
59224,河池市,2021,6,26.8,339.6,270.0
59224,河池市,2021,7,28.5,236.7,300.0
59224,河池市,2021,8,28.2,299.3,300.0
